onset	duration	trial_type	file
0.0	5.173	ITI	Rien
5.173	0.5	speech	voc27
5.673	4.433999999999999	ITI	Rien
10.107	0.5006802721088436	artificial	nvoc70
10.607680272108842	4.195319727891158	ITI	Rien
14.803	0.5000907029478459	artificial	nvoc69
15.303090702947847	5.3889092970521535	ITI	Rien
20.692	0.5	non_speech	voc70
21.192	4.355	ITI	Rien
25.547	0.4894104308390023	emotional	64_surprise
26.036410430839002	4.6045895691609955	ITI	Rien
30.641	0.5	animal	seagull_call
31.141	4.832000000000001	ITI	Rien
35.973	0.5003628117913832	environmental	nvoc42
36.47336281179138	4.672637188208618	ITI	Rien
41.146	0.5003628117913832	environmental	nvoc41
41.646362811791384	4.433637188208614	ITI	Rien
46.08	0.5009523809523809	animal	nvoc18
46.58095238095238	5.071047619047622	ITI	Rien
51.652	0.5003628117913832	animal	nvoc17
52.152362811791384	4.433637188208614	ITI	Rien
56.586	0.5006802721088436	artificial	nvoc67
57.08668027210884	4.433319727891161	ITI	Rien
61.52	0.5	emotional	64_sadness
62.02	4.434999999999995	ITI	Rien
66.455	0.5	non_speech	voc69
66.955	4.912000000000006	ITI	Rien
71.867	0.5	non_speech	voc68
72.367	4.274000000000001	ITI	Rien
76.641	0.5	speech	voc26
77.141	5.787999999999997	ITI	Rien
82.929	0.5	emotional	64_happiness
83.429	5.390000000000001	ITI	Rien
88.819	0.5	non_speech	voc67
89.319	4.5930000000000035	ITI	Rien
93.912	0.5009070294784579	animal	nvoc16
94.41290702947846	4.43309297052154	ITI	Rien
98.846	0.5008616780045352	artificial	nvoc66
99.34686167800454	5.3091383219954675	ITI	Rien
104.656	0.5	emotional	64_fear
105.156	4.35499999999999	ITI	Rien
109.511	0.5043764172335601	emotional	64_disgust
110.01537641723355	4.986623582766439	ITI	Rien
115.002	0.5003628117913832	environmental	nvoc40
115.50236281179137	4.354637188208621	ITI	Rien
119.857	0.500498866213152	artificial	nvoc65
120.35749886621315	4.831501133786841	ITI	Rien
125.189	0.5131065759637188	emotional	64_anger
125.70210657596371	5.057893424036279	ITI	Rien
130.76	0.5	speech	voc25
131.26	4.674000000000007	ITI	Rien
135.934	0.5003628117913832	environmental	nvoc39
136.43436281179137	4.513637188208627	ITI	Rien
140.948	0.5003174603174603	environmental	nvoc38
141.44831746031747	4.3536825396825245	ITI	Rien
145.802	0.5006349206349207	non_speech	voc6
146.30263492063492	5.070365079365077	ITI	Rien
151.373	0.5	speech	voc24
151.873	4.992000000000019	ITI	Rien
156.865	0.5008163265306123	artificial	nvoc64
157.36581632653062	4.990183673469373	ITI	Rien
162.356	0.5	non_speech	voc65
162.856	4.51400000000001	ITI	Rien
167.37	0.5002267573696145	animal	nvoc15
167.8702267573696	4.275773242630367	ITI	Rien
172.146	0.5009523809523809	environmental	nvoc37
172.64695238095237	5.069047619047641	ITI	Rien
177.716	0.5	non_speech	voc64
178.216	4.513999999999982	ITI	Rien
182.73	0.5	speech	voc22
183.23	4.913000000000011	ITI	Rien
188.143	0.5138095238095238	emotional	61_surprise
188.65680952380953	4.420190476190474	ITI	Rien
193.077	0.5	emotional	59_surprise
193.577	5.22999999999999	ITI	Rien
198.807	0.5	speech	voc21
199.307	4.6720000000000255	ITI	Rien
203.979	0.5006349206349207	artificial	nvoc63
204.47963492063494	4.75336507936507	ITI	Rien
209.233	0.5006802721088436	environmental	nvoc36
209.73368027210884	4.512319727891161	ITI	Rien
214.246	0.5000907029478459	animal	nvoc14
214.74609070294787	4.593909297052148	ITI	Rien
219.34	0.5	speech	voc19
219.84	4.435000000000002	ITI	Rien
224.275	0.5	speech	voc18
224.775	4.513000000000005	ITI	Rien
229.288	0.5	speech	voc17
229.788	4.4339999999999975	ITI	Rien
234.222	0.5006349206349207	artificial	nvoc62
234.72263492063493	4.992365079365074	ITI	Rien
239.715	0.5	non_speech	voc63
240.215	5.3089999999999975	ITI	Rien
245.524	0.5043764172335601	emotional	59_fear
246.02837641723357	4.3506235827664295	ITI	Rien
250.379	0.5009523809523809	animal	nvoc13
250.87995238095237	4.433047619047617	ITI	Rien
255.313	0.5	speech	voc16
255.813	4.435000000000002	ITI	Rien
260.248	0.5006349206349207	environmental	nvoc35
260.7486349206349	5.308365079365105	ITI	Rien
266.057	0.5009523809523809	animal	nvoc12
266.5579523809524	4.194047619047613	ITI	Rien
270.752	0.5008616780045352	animal	nvoc11
271.25286167800454	4.832138321995435	ITI	Rien
276.085	0.5008616780045352	animal	nvoc10
276.5858616780045	6.821138321995468	ITI	Rien
283.407	0.5006349206349207	artificial	nvoc61
