onset	duration	trial_type	expected_response	given_response	response_time
 0.000	 2.069	ITI	0	0	 0.000
 2.069	 0.557	betty	0	0	 0.000
 2.626	 5.174	answer	2	0	 2147483.647
 7.800	 3.820	ITI	0	0	 0.000
 11.620	 0.397	betty	0	0	 0.000
 12.017	 5.173	answer	2	0	 2147483.647
 17.190	 3.024	ITI	0	0	 0.000
 20.214	 0.557	anne	0	0	 0.000
 20.771	 5.174	answer	1	0	 2147483.647
 25.945	 3.263	ITI	0	0	 0.000
 29.208	 0.876	chloe	0	0	 0.000
 30.084	 5.172	answer	3	0	 2147483.647
 35.256	 3.502	ITI	0	0	 0.000
 38.758	 0.797	anne	0	0	 0.000
 39.555	 5.173	answer	1	0	 2147483.647
 44.728	 3.262	ITI	0	0	 0.000
 47.990	 0.876	chloe	0	0	 0.000
 48.866	 5.173	answer	3	0	 2147483.647
 54.039	 3.423	ITI	0	0	 0.000
 57.462	 0.557	chloe	0	0	 0.000
 58.019	 5.173	answer	3	0	 2147483.647
 63.192	 3.342	ITI	0	0	 0.000
 66.534	 0.478	betty	0	0	 0.000
 67.012	 5.172	answer	2	0	 2147483.647
 72.184	 4.219	ITI	0	0	 0.000
 76.403	 0.796	anne	0	0	 0.000
 77.199	 5.173	answer	1	0	 2147483.647
 82.372	 3.581	ITI	0	0	 0.000
 85.953	 0.477	chloe	0	0	 0.000
 86.430	 5.173	answer	3	0	 2147483.647
 91.603	 3.901	ITI	0	0	 0.000
 95.504	 0.716	anne	0	0	 0.000
 96.220	 5.173	answer	1	0	 2147483.647
 101.393	 4.695	ITI	0	0	 0.000
 106.088	 0.478	betty	0	0	 0.000
 106.566	 5.173	answer	2	0	 2147483.647
 111.739	 4.139	ITI	0	0	 0.000
 115.878	 0.477	anne	0	0	 0.000
 116.355	 5.173	answer	1	0	 2147483.647
 121.528	 3.502	ITI	0	0	 0.000
 125.030	 0.477	betty	0	0	 0.000
 125.507	 5.174	answer	2	0	 2147483.647
 130.681	 5.332	ITI	0	0	 0.000
 136.013	 0.796	chloe	0	0	 0.000
 136.809	 5.173	answer	3	0	 2147483.647
 141.982	 3.582	ITI	0	0	 0.000
 145.564	 0.557	anne	0	0	 0.000
 146.121	 5.173	answer	1	0	 2147483.647
 151.294	 3.660	ITI	0	0	 0.000
 154.954	 0.637	betty	0	0	 0.000
 155.591	 5.173	answer	2	0	 2147483.647
 160.764	 6.049	ITI	0	0	 0.000
 166.813	 0.637	chloe	0	0	 0.000
 167.450	 5.173	answer	3	0	 2147483.647
 172.623	 3.183	ITI	0	0	 0.000
 175.806	 0.557	betty	0	0	 0.000
 176.363	 5.174	answer	2	0	 2147483.647
 181.537	 3.740	ITI	0	0	 0.000
 185.277	 0.478	chloe	0	0	 0.000
 185.755	 5.172	answer	3	0	 2147483.647
 190.927	 3.024	ITI	0	0	 0.000
 193.951	 0.558	anne	0	0	 0.000
 194.509	 5.173	answer	1	0	 2147483.647
 199.682	 4.059	ITI	0	0	 0.000
 203.741	 0.557	betty	0	0	 0.000
 204.298	 5.173	answer	2	0	 2147483.647
 209.471	 4.536	ITI	0	0	 0.000
 214.007	 0.876	chloe	0	0	 0.000
 214.883	 5.173	answer	3	0	 2147483.647
 220.056	 3.024	ITI	0	0	 0.000
 223.080	 0.717	anne	0	0	 0.000
 223.797	 5.172	answer	1	0	 2147483.647
 228.969	 3.105	ITI	0	0	 0.000
 232.074	 0.716	anne	0	0	 0.000
 232.790	 5.173	answer	1	0	 2147483.647
 237.963	 3.979	ITI	0	0	 0.000
 241.942	 0.796	chloe	0	0	 0.000
 242.738	 5.173	answer	3	0	 2147483.647
 247.911	 2.070	ITI	0	0	 0.000
 249.981	 0.637	chloe	0	0	 0.000
 250.618	 5.173	answer	3	0	 2147483.647
 255.791	 3.342	ITI	0	0	 0.000
 259.133	 0.637	betty	0	0	 0.000
 259.770	 5.172	answer	2	0	 2147483.647
 264.942	 4.856	ITI	0	0	 0.000
 269.798	 0.716	betty	0	0	 0.000
 270.514	 5.173	answer	2	0	 2147483.647
 275.687	 4.059	ITI	0	0	 0.000
 279.746	 0.795	chloe	0	0	 0.000
 280.541	 5.174	answer	3	0	 2147483.647
 285.715	 3.343	ITI	0	0	 0.000
 289.058	 0.398	betty	0	0	 0.000
 289.456	 5.172	answer	2	0	 2147483.647
 294.628	 3.263	ITI	0	0	 0.000
 297.891	 0.716	anne	0	0	 0.000
 298.607	 5.174	answer	1	0	 2147483.647
 303.781	 4.298	ITI	0	0	 0.000
 308.079	 0.477	anne	0	0	 0.000
 308.556	 5.173	answer	1	0	 2147483.647
 313.729	 3.104	ITI	0	0	 0.000
 316.833	 0.875	chloe	0	0	 0.000
 317.708	 5.174	answer	3	0	 2147483.647
 322.882	 4.218	ITI	0	0	 0.000
 327.100	 0.716	betty	0	0	 0.000
 327.816	 5.173	answer	2	0	 2147483.647
 332.989	 3.900	ITI	0	0	 0.000
 336.889	 0.717	anne	0	0	 0.000
 337.606	 5.172	answer	1	0	 2147483.647
 342.778	 1.831	ITI	0	0	 0.000
 344.609	 4.138	END	0	0	 0.000
